timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient_sr2,Gradient-SG_sr2,GradCAM_sr2
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,027-W2021006-067_R1,W2021006-067,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,628,10,1,0.1564945226917058,41,1.72,NA,0.04,0.17
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,031-W2021011-525_R1,W2021011-525,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,345,230,1,0.1736111111111111,45,40.1,NA,1.02,4.65
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,032-W2021011-525_R1,W2021011-525,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,410,48,1,0.2178649237472767,29,10.68,NA,0.26,1.16
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,033-W2021011-525_R1,W2021011-525,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,309,346,0,0,50,52.82,NA,1.37,6.25
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,034-W2021011-528_R1,W2021011-528,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,366,265,2,0.315955766192733,47,42.18,NA,1.09,5.12
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,035-W2021011-528_R1,W2021011-528,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,309,290,1,0.16666666666666669,38,48.5,NA,1.23,5.82
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,036-W2021011-528_R1,W2021011-528,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,326,273,2,0.33277870216306155,49,45.76,NA,1.18,5.56
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,037-W2021011-513_R1,W2021011-513,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,379,312,1,0.1445086705202312,42,45.23,NA,1.29,6.01
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,038-W2021011-513_R1,W2021011-513,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,223,401,1,0.16,45,64.32,NA,1.85,8.31
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,039-W2021011-513_R1,W2021011-513,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,328,348,1,0.14771048744460857,39,51.55,NA,1.53,6.97
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,040-W2021011-544_R1,W2021011-544,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,587,17,2,0.33003300330033003,31,3.14,NA,0.09,0.39
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,041-W2021011-544_R1,W2021011-544,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,472,88,2,0.3558718861209964,34,16.01,NA,0.43,1.94
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,042-W2021011-544_R1,W2021011-544,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,284,338,1,0.16051364365971107,41,54.41,NA,1.55,7.19
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,043-W2021010-386_R1,W2021010-386,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,657,0,2,0.30349013657056145,5,0.3,NA,0.01,0.03
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,044-W2021010-386_R1,W2021010-386,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,668,0,0,0,6,0,NA,0,0
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,045-W2021010-386_R1,W2021010-386,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,643,1,0,0,11,0.16,NA,0,0.01
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,046-W2021006-092_R1,W2021006-092,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,494,42,0,0,17,7.84,NA,0.22,0.88
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,047-W2021006-092_R1,W2021006-092,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,507,63,0,0,27,11.05,NA,0.31,1.27
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,048-W2021006-092_R1,W2021006-092,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,622,15,0,0,25,2.35,NA,0.06,0.27
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,049-W2021011-508_R1,W2021011-508,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,218,389,0,0,47,64.09,NA,1.9,8.3
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,050-W2021011-508_R1,W2021011-508,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,424,216,0,0,38,33.75,NA,0.99,4.48
NA,0m 59s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,051-W2021011-508_R1,W2021011-508,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,76,569,5,0.7692307692307693,32,88.31,NA,2.85,13.06
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,052-W2021006-090_R1,W2021006-090,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,621,21,1,0.15552099533437014,30,3.42,NA,0.08,0.38
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,053-W2021006-090_R1,W2021006-090,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,703,5,0,0,11,0.71,NA,0.02,0.06
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,054-W2021006-090_R1,W2021006-090,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,605,8,1,0.16286644951140067,15,1.47,NA,0.03,0.15
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,055-W2021006-071_R1,W2021006-071,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,565,29,2,0.33557046979865773,37,5.2,NA,0.13,0.57
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,056-W2021006-071_R1,W2021006-071,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,555,20,4,0.690846286701209,17,4.15,NA,0.11,0.46
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,057-W2021006-071_R1,W2021006-071,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,560,16,0,0,25,2.78,NA,0.07,0.34
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,058-W2021010-391_R1,W2021010-391,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,628,12,0,0,28,1.88,NA,0.05,0.22
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,059-W2021010-391_R1,W2021010-391,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,566,7,1,0.17421602787456447,64,1.39,NA,0.03,0.15
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,060-W2021010-391_R1,W2021010-391,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,603,9,1,0.1631321370309951,44,1.63,NA,0.04,0.17
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,061-W2021011-509_R1,W2021011-509,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,522,70,0,0,36,11.82,NA,0.3,1.36
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,062-W2021011-509_R1,W2021011-509,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,445,120,0,0,33,21.24,NA,0.58,2.52
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,063-W2021011-509_R1,W2021011-509,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,604,32,0,0,18,5.03,NA,0.14,0.59
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,064-W2021011-538_R1,W2021011-538,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,508,129,0,0,59,20.25,NA,0.51,2.24
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,065-W2021011-538_R1,W2021011-538,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,585,59,2,0.30959752321981426,31,9.44,NA,0.23,1.08
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,066-W2021011-538_R1,W2021011-538,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,507,126,3,0.4716981132075472,41,20.28,NA,0.53,2.23
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,067-W2021006-060_R1,W2021006-060,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,553,12,1,0.176678445229682,17,2.3,NA,0.06,0.27
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,068-W2021006-060_R1,W2021006-060,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,531,41,0,0,43,7.17,NA,0.17,0.75
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,069-W2021006-060_R1,W2021006-060,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,648,12,2,0.3021148036253776,16,2.11,NA,0.05,0.21
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,070-W2021006-076_R1,W2021006-076,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,642,10,0,0,15,1.53,NA,0.04,0.17
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,071-W2021006-076_R1,W2021006-076,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,645,32,0,0,31,4.73,NA,0.12,0.58
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,072-W2021006-076_R1,W2021006-076,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,624,13,0,0,11,2.04,NA,0.05,0.2
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,073-19040M_R1,19040M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,445,211,0,0,35,32.16,NA,0.96,4.01
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,074-19040M_R1,19040M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,433,208,0,0,42,32.45,NA,0.9,3.93
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,075-19040M_R1,19040M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,394,97,1,0.20325203252032523,27,19.92,NA,0.53,2.25
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,076-W2021011-537_R1,W2021011-537,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,419,183,0,0,31,30.4,NA,0.83,3.7
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,077-W2021011-537_R1,W2021011-537,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,582,81,5,0.7485029940119761,32,12.87,NA,0.37,1.45
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,078-W2021011-537_R1,W2021011-537,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,539,161,1,0.14265335235378032,42,23.11,NA,0.65,2.74
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,079-W2021011-541_R1,W2021011-541,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,393,75,1,0.2132196162046908,24,16.2,NA,0.41,1.74
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,080-W2021011-541_R1,W2021011-541,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,546,26,1,0.17452006980802792,29,4.71,NA,0.12,0.47
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,081-W2021011-541_R1,W2021011-541,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,349,120,3,0.6355932203389831,51,26.06,NA,0.66,2.85
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,082-W2021006-069_R1,W2021006-069,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,586,20,0,0,22,3.3,NA,0.09,0.38
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,083-W2021006-069_R1,W2021006-069,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,586,19,0,0,22,3.14,NA,0.08,0.33
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,084-W2021006-069_R1,W2021006-069,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,452,16,0,0,11,3.42,NA,0.09,0.36
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,085-21399M_R1,21399M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,649,0,0,0,1,0,NA,0,0
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,086-21399M_R1,21399M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,640,0,2,0.3115264797507788,1,0.31,NA,0.01,0.11
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,087-21399M_R1,21399M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,655,0,0,0,0,0,NA,0,0
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,088-W2021006-084_R1,W2021006-084,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,460,18,0,0,44,3.77,NA,0.09,0.41
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,089-W2021006-084_R1,W2021006-084,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,405,31,1,0.2288329519450801,25,7.32,NA,0.18,0.82
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,090-W2021006-084_R1,W2021006-084,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,496,101,0,0,55,16.92,NA,0.42,1.75
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,091-W2021011-524_R1,W2021011-524,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,346,255,0,0,41,42.43,NA,1.2,5.23
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,092-W2021011-524_R1,W2021011-524,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,533,85,0,0,56,13.75,NA,0.36,1.61
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,093-W2021011-524_R1,W2021011-524,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,548,60,0,0,28,9.87,NA,0.27,1.16
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,094-21428M_R1,21428M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,624,1,0,0,8,0.16,NA,0,0.02
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,095-21428M_R1,21428M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,650,4,0,0,12,0.61,NA,0.02,0.06
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,096-21428M_R1,21428M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,645,2,0,0,16,0.31,NA,0.01,0.04
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,097-21398M_R1,21398M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,545,67,1,0.1631321370309951,46,11.09,NA,0.32,1.28
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,098-21398M_R1,21398M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,615,62,0,0,40,9.16,NA,0.26,1.04
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,099-21398M_R1,21398M,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,569,45,0,0,40,7.33,NA,0.21,0.8
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,100-W2021010-393_R1,W2021010-393,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,569,16,0,0,44,2.74,NA,0.06,0.27
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,101-W2021010-393_R1,W2021010-393,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,594,6,0,0,23,1,NA,0.02,0.08
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,102-W2021010-393_R1,W2021010-393,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,529,11,0,0,18,2.04,NA,0.05,0.24
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,103-W2021006-087_R1,W2021006-087,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,602,8,0,0,22,1.31,NA,0.03,0.14
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,104-W2021006-087_R1,W2021006-087,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,558,9,0,0,15,1.59,NA,0.05,0.17
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,105-W2021006-087_R1,W2021006-087,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,628,7,0,0,9,1.1,NA,0.03,0.11
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,106-W2021009-226_R1,W2021009-226,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,487,80,0,0,36,14.11,NA,0.4,1.66
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,107-W2021009-226_R1,W2021009-226,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,492,90,1,0.17152658662092624,48,15.61,NA,0.43,1.72
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,108-W2021009-226_R1,W2021009-226,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,350,240,0,0,59,40.68,NA,1.17,4.82
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,109-W2021006-077_R1,W2021006-077,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,571,46,0,0,21,7.46,NA,0.18,0.83
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,110-W2021006-077_R1,W2021006-077,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,647,11,0,0,24,1.67,NA,0.05,0.2
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,111-W2021006-077_R1,W2021006-077,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,575,30,0,0,26,4.96,NA,0.12,0.55
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,112-W2021010-371_R1,W2021010-371,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,486,73,0,0,37,13.06,NA,0.35,1.67
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,113-W2021010-371_R1,W2021010-371,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,412,184,0,0,45,30.87,NA,0.89,4.15
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,114-W2021010-371_R1,W2021010-371,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,571,42,0,0,26,6.85,NA,0.18,0.74
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,115-W2021006-091_R1,W2021006-091,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,301,306,1,0.1644736842105263,53,50.49,NA,1.43,6.68
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,116-W2021006-091_R1,W2021006-091,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,151,456,1,0.1644736842105263,26,75.16,NA,2.26,10.78
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,117-W2021006-091_R1,W2021006-091,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,260,342,1,0.16583747927031509,28,56.88,NA,1.7,7.98
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,118-W2021011-516_R1,W2021011-516,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,603,17,0,0,20,2.74,NA,0.07,0.31
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,119-W2021011-516_R1,W2021011-516,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,584,17,0,0,28,2.83,NA,0.07,0.31
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,120-W2021011-516_R1,W2021011-516,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,441,16,0,0,19,3.5,NA,0.08,0.36
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,121-W2021011-540_R1,W2021011-540,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,631,1,0,0,9,0.16,NA,0,0.02
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,122-W2021011-540_R1,W2021011-540,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,621,2,0,0,12,0.32,NA,0.01,0.03
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,123-W2021011-540_R1,W2021011-540,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,634,1,0,0,6,0.16,NA,0,0.02
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,124-W2021011-518_R1,W2021011-518,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,497,68,0,0,30,12.04,NA,0.3,1.52
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,125-W2021011-518_R1,W2021011-518,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,246,275,0,0,27,52.78,NA,1.52,7.01
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,127-W2021010-361_R1,W2021010-361,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,394,207,1,0.16611295681063123,72,34.55,NA,0.95,3.94
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,128-W2021010-361_R1,W2021010-361,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,512,115,1,0.15923566878980894,55,18.47,NA,0.47,2.05
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,129-W2021010-361_R1,W2021010-361,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,502,36,0,0,34,6.69,NA,0.18,0.74
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,130-W2021010-372_R1,W2021010-372,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,115,489,0,0,39,80.96,NA,2.55,10.73
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,131-W2021010-372_R1,W2021010-372,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,214,323,1,0.18587360594795535,68,60.22,NA,1.75,7.45
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,132-W2021010-372_R1,W2021010-372,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,57,508,1,0.176678445229682,20,89.93,NA,2.93,12.75
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,133-W2021009-230_R1,W2021009-230,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,482,87,0,0,75,15.29,NA,0.35,1.74
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,134-W2021009-230_R1,W2021009-230,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,607,20,0,0,37,3.19,NA,0.07,0.37
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,135-W2021009-230_R1,W2021009-230,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,582,19,1,0.16611295681063123,20,3.32,NA,0.08,0.36
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,136-W2021011-515_R1,W2021011-515,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,534,11,0,0,74,2.02,NA,0.04,0.21
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,137-W2021011-515_R1,W2021011-515,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,564,16,0,0,51,2.76,NA,0.06,0.28
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,138-W2021011-515_R1,W2021011-515,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,513,5,0,0,54,0.97,NA,0.02,0.1
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,8-16-2023_5dpi,1,139-W2021011-523_R1,W2021011-523,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,181,451,2,0.31545741324921134,38,71.45,NA,2.07,10.41
