timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient_sr2,Gradient-SG_sr2,GradCAM_sr2
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,014-W2021011-633_R2,W2021011-633,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,58,200,399,60.73059360730594,26,91.17,NA,2.73,12.39
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,015-W2021011-633_R2,W2021011-633,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,263,136,277,40.976331360946745,21,61.09,NA,1.9,8.4
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,016-W2021006-612_R2,W2021006-612,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,266,169,123,22.043010752688172,41,52.33,NA,1.51,6.27
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,017-W2021006-612_R2,W2021006-612,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,221,262,75,13.440860215053762,27,60.39,NA,1.8,7.93
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,018-W2021006-612_R2,W2021006-612,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,50,129,498,73.55982274741507,8,92.61,NA,2.96,11.59
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,019-W2021010-428_R2,W2021010-428,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,622,5,1,0.15923566878980894,15,0.96,NA,0.02,0.12
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,020-W2021010-428_R2,W2021010-428,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,710,7,0,0,15,0.98,NA,0.03,0.11
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,021-W2021010-428_R2,W2021010-428,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,681,24,0,0,37,3.4,NA,0.08,0.36
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,022-W2021009-282_R2,W2021009-282,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,204,313,168,24.525547445255473,42,70.22,NA,2.11,8.66
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,023-W2021009-282_R2,W2021009-282,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,328,255,95,14.011799410029498,50,51.62,NA,1.55,6.4
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,024-W2021009-282_R2,W2021009-282,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,236,370,98,13.920454545454543,30,66.48,NA,2.08,8.91
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,025-W2021009-622_R2,W2021009-622,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,358,172,150,22.058823529411764,31,47.35,NA,1.42,6.15
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,026-W2021009-622_R2,W2021009-622,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,239,154,287,42.205882352941174,59,64.85,NA,1.9,7.67
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,027-W2021009-622_R2,W2021009-622,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,233,214,202,31.124807395993837,61,64.1,NA,1.84,7.68
NA,1m 1s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,028-W2021006-140_R2,W2021006-140,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,28,93,624,83.75838926174497,5,96.24,NA,3.22,13.41
NA,1m 0s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,029-W2021006-140_R2,W2021006-140,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,13,209,497,69.12378303198888,11,98.19,NA,3.09,13.17
NA,1m 1s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,030-W2021006-140_R2,W2021006-140,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,5,296,409,57.605633802816904,2,99.3,NA,3.22,13.71
NA,0m 59s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,031-W2021009-284_R2,W2021009-284,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,22,153,521,74.856321839080465,10,96.84,NA,3.09,12.54
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,032-W2021009-284_R2,W2021009-284,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,79,290,366,49.795918367346935,27,89.25,NA,2.79,11.29
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,033-W2021009-284_R2,W2021009-284,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,8,163,512,74.96339677891655,6,98.83,NA,3.21,14.22
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,034-W2021006-145_R2,W2021006-145,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,159,322,154,24.251968503937007,56,74.96,NA,2.17,8.86
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,035-W2021006-145_R2,W2021006-145,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,335,132,190,28.9193302891933,28,49.01,NA,1.58,5.88
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,036-W2021006-145_R2,W2021006-145,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,264,157,182,30.18242122719735,48,56.22,NA,1.65,6.28
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,037-W2021006-615_R2,W2021006-615,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,238,131,286,43.66412213740458,57,63.66,NA,1.84,7.12
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,038-W2021006-615_R2,W2021006-615,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,93,276,215,36.81506849315068,22,84.08,NA,2.67,10.93
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,039-W2021006-615_R2,W2021006-615,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,64,204,363,57.52773375594295,47,89.86,NA,2.73,11.16
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,040-W2021010-429_R2,W2021010-429,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,92,98,473,71.34238310708899,30,86.12,NA,2.58,10.22
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,041-W2021010-429_R2,W2021010-429,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,26,224,429,63.18114874815905,19,96.17,NA,3.03,12.29
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,042-W2021010-429_R2,W2021010-429,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,86,254,359,51.359084406294706,38,87.7,NA,2.73,11.28
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,043-W2021006-608_R2,W2021006-608,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,631,1,2,0.31545741324921134,6,0.47,NA,0.01,0.07
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,044-W2021006-608_R2,W2021006-608,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,663,12,3,0.4424778761061947,15,2.21,NA,0.06,0.26
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,045-W2021006-608_R2,W2021006-608,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,638,7,2,0.3091190108191654,12,1.39,NA,0.04,0.16
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,046-W2021006-147_R2,W2021006-147,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,532,65,20,3.2414910858995136,17,13.78,NA,0.4,1.8
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,047-W2021006-147_R2,W2021006-147,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,596,17,1,0.16286644951140067,35,2.93,NA,0.07,0.33
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,048-W2021006-147_R2,W2021006-147,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,552,90,18,2.727272727272727,25,16.36,NA,0.48,2.17
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,049-W2021010-443_R2,W2021010-443,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,688,7,1,0.14367816091954022,10,1.15,NA,0.03,0.11
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,050-W2021010-443_R2,W2021010-443,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,709,11,0,0,21,1.53,NA,0.04,0.16
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,051-W2021010-443_R2,W2021010-443,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,716,8,3,0.41265474552957354,17,1.51,NA,0.04,0.14
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,052-W2021009-297_R2,W2021009-297,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,442,95,52,8.828522920203735,57,24.96,NA,0.67,2.78
NA,0m 57s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,053-W2021009-297_R2,W2021009-297,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,78,342,279,39.91416309012876,29,88.84,NA,2.67,11.36
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,054-W2021009-297_R2,W2021009-297,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,473,196,8,1.1816838995568686,66,30.13,NA,0.77,3.26
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,055-W2021006-609_R2,W2021006-609,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,104,221,333,50.607902735562305,29,84.19,NA,2.58,10.76
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,056-W2021006-609_R2,W2021006-609,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,283,187,196,29.429429429429423,29,57.51,NA,1.77,7.75
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,057-W2021006-609_R2,W2021006-609,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,256,271,124,19.047619047619047,18,60.68,NA,1.91,8.45
NA,0m 38s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,058-W2021010-447_R2,W2021010-447,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,476,119,63,9.574468085106384,37,27.66,NA,0.81,3.48
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,059-W2021010-447_R2,W2021010-447,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,586,87,30,4.267425320056899,37,16.64,NA,0.5,1.97
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,060-W2021010-447_R2,W2021010-447,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,455,145,128,17.582417582417584,35,37.5,NA,1.14,4.89
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,061-W2021010-432_R2,W2021010-432,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,459,138,75,11.160714285714286,43,31.7,NA,0.91,3.97
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,062-W2021010-432_R2,W2021010-432,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,224,290,131,20.31007751937985,71,65.27,NA,1.84,7.15
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,063-W2021010-432_R2,W2021010-432,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,356,197,89,13.862928348909657,25,44.55,NA,1.35,5.87
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,064-W2021009-281_R2,W2021009-281,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,160,342,105,17.298187808896213,45,73.64,NA,2.16,9.14
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,065-W2021009-281_R2,W2021009-281,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,286,193,180,27.31411229135053,33,56.6,NA,1.67,6.92
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,066-W2021009-281_R2,W2021009-281,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,361,263,66,9.565217391304348,33,47.68,NA,1.42,6.44
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,067-W2021010-629_R2,W2021010-629,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,420,189,94,13.371266002844951,33,40.26,NA,1.17,4.91
NA,0m 42s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,068-W2021010-629_R2,W2021010-629,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,443,195,58,8.333333333333332,35,36.35,NA,1.04,4.57
NA,0m 52s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,069-W2021010-629_R2,W2021010-629,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,206,293,164,24.73604826546003,28,68.93,NA,2.05,8.73
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,070-W2021006-142_R2,W2021006-142,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,154,317,209,30.73529411764706,33,77.35,NA,2.38,9.89
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,071-W2021006-142_R2,W2021006-142,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,121,437,148,20.96317280453258,36,82.86,NA,2.62,11.18
NA,0m 44s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,072-W2021006-142_R2,W2021006-142,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,329,243,79,12.135176651305684,46,49.46,NA,1.47,6.42
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,073-W2021010-431_R2,W2021010-431,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,675,7,0,0,23,1.03,NA,0.03,0.1
NA,0m 35s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,074-W2021010-431_R2,W2021010-431,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,689,21,4,0.5602240896358543,24,3.5,NA,0.09,0.4
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,075-W2021010-431_R2,W2021010-431,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,676,8,1,0.145985401459854,8,1.31,NA,0.03,0.12
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,076-W2021010-450_R2,W2021010-450,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,89,302,248,38.810641627543035,53,86.07,NA,2.56,10.17
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,077-W2021010-450_R2,W2021010-450,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,179,255,253,36.82678311499272,44,73.94,NA,2.25,8.86
NA,0m 51s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,078-W2021010-450_R2,W2021010-450,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,105,262,259,41.373801916932905,39,83.23,NA,2.54,9.99
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,079-W2021010-441_R2,W2021010-441,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,96,156,391,60.80870917573873,30,85.07,NA,2.65,10.8
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,080-W2021010-441_R2,W2021010-441,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,43,225,404,60.11904761904761,11,93.6,NA,3.04,12.31
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,081-W2021010-441_R2,W2021010-441,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,106,283,260,40.06163328197226,36,83.67,NA,2.56,10.7
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,082-W2021010-440_R2,W2021010-440,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,659,8,2,0.29895366218236175,11,1.49,NA,0.04,0.19
NA,0m 36s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,083-W2021010-440_R2,W2021010-440,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,593,45,5,0.7776049766718507,81,7.78,NA,0.19,0.8
NA,0m 32s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,084-W2021010-440_R2,W2021010-440,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,540,15,1,0.1798561151079137,18,2.88,NA,0.07,0.33
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,085-W2021010-630_R2,W2021010-630,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,638,6,1,0.15503875968992248,25,1.09,NA,0.03,0.11
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,086-W2021010-630_R2,W2021010-630,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,657,1,4,0.6042296072507553,5,0.76,NA,0.02,0.13
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,087-W2021010-630_R2,W2021010-630,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,640,25,5,0.7462686567164178,29,4.48,NA,0.12,0.46
NA,1m 0s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,088-W2021009-288_R2,W2021009-288,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,77,78,568,78.5615491009682,13,89.35,NA,2.85,12.62
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,089-W2021009-288_R2,W2021009-288,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,22,16,563,93.67720465890184,1,96.34,NA,3.18,15.21
NA,0m 59s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,090-W2021009-288_R2,W2021009-288,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,8,9,726,97.71197846567968,0,98.92,NA,3.2,15.16
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,091-W2021006-149_R2,W2021006-149,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,20,153,444,71.96110210696921,7,96.76,NA,2.94,14.1
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,093-W2021006-149_R2,W2021006-149,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,325,258,71,10.856269113149846,49,50.31,NA,1.49,6.3
NA,0m 46s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,094-W2021011-642_R2,W2021011-642,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,315,351,19,2.7737226277372264,69,54.01,NA,1.45,5.89
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,095-W2021011-642_R2,W2021011-642,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,566,85,10,1.5128593040847202,27,14.37,NA,0.39,1.77
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,096-W2021011-642_R2,W2021011-642,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,435,194,16,2.4806201550387597,54,32.56,NA,0.88,3.64
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,097-W2021006-611_R2,W2021006-611,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,580,85,19,2.7777777777777777,72,15.2,NA,0.41,1.73
NA,0m 41s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,098-W2021006-611_R2,W2021006-611,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,501,172,44,6.136680613668061,54,30.13,NA,0.83,3.31
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,099-W2021006-611_R2,W2021006-611,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,471,139,89,12.732474964234624,36,32.62,NA,0.94,3.86
NA,0m 59s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,100-W2021011-599_R2,W2021011-599,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,2,9,718,98.49108367626886,0,99.73,NA,3.5,15.62
NA,0m 40s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,101-W2021011-599_R2,W2021011-599,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,533,115,39,5.676855895196507,27,22.42,NA,0.67,2.71
NA,0m 39s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,102-W2021011-599_R2,W2021011-599,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,480,173,14,2.098950524737631,36,28.04,NA,0.84,3.57
NA,0m 45s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,103-W2021010-625_R2,W2021010-625,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,162,160,199,38.1957773512476,35,68.91,NA,2.06,8.9
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,104-W2021010-625_R2,W2021010-625,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,46,367,235,36.26543209876543,33,92.9,NA,2.87,12.38
NA,0m 50s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,105-W2021010-625_R2,W2021010-625,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,121,238,303,45.770392749244714,25,81.72,NA,2.48,10.47
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,106-W2021006-603_R2,W2021006-603,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,360,138,205,29.160739687055475,23,48.79,NA,1.55,6.31
NA,0m 53s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,107-W2021006-603_R2,W2021006-603,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,19,21,619,93.93019726858876,2,97.12,NA,3.13,15.27
NA,0m 55s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,107-W2021006-603_R2_1,W2021006-603,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,19,21,619,93.93019726858876,2,97.12,NA,3.13,15.27
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,107-W2021006-603_R2_2,W2021006-603,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,19,21,619,93.93019726858876,2,97.12,NA,3.14,15.27
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,108-W2021006-603_R2,W2021006-603,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,22,120,537,79.08689248895435,19,96.76,NA,2.98,13.33
NA,0m 33s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,109-W2021010-631_R2,W2021010-631,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,696,5,6,0.8486562942008486,8,1.56,NA,0.05,0.2
NA,0m 31s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,110-W2021010-631_R2,W2021010-631,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,698,1,2,0.28530670470756064,2,0.43,NA,0.01,0.07
NA,0m 34s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,111-W2021010-631_R2,W2021010-631,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,664,9,1,0.1483679525222552,23,1.48,NA,0.04,0.16
NA,0m 47s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,112-W2021006-133_R2,W2021006-133,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,247,192,214,32.7718223583461,19,62.17,NA,1.98,8.44
NA,0m 56s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,113-W2021006-133_R2,W2021006-133,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,83,320,308,43.319268635724335,27,88.33,NA,2.8,11.54
NA,0m 48s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,114-W2021006-133_R2,W2021006-133,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,229,243,203,30.074074074074076,41,66.07,NA,2.03,8.04
NA,0m 54s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,115-W2021006-136_R2,W2021006-136,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,75,206,425,60.19830028328612,24,89.38,NA,2.9,11.31
NA,0m 49s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,116-W2021006-136_R2,W2021006-136,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,146,332,190,28.443113772455092,46,78.14,NA,2.4,9.88
NA,0m 43s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,117-W2021006-136_R2,W2021006-136,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,263,159,223,34.57364341085271,31,59.22,NA,1.8,7.51
NA,0m 37s,ResNet,Jan29_22-02-46_2026,2,10-30-2023_10dpi,2,118-W2021009-299_R2,W2021009-299,NA,NA,NA,NA,0.55,0.15,0.7,0.3,0.65,0.2,545,27,136,19.2090395480226,18,23.02,NA,0.7,2.88
