timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,111-W2021006-102_R2,W2021006-102,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,6,667,99.10846953937592,0,100,9.54,26.15,NA
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,112-W2021010-395_R2,W2021010-395,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,2,12,660,97.92284866468842,1,99.7,9.93,26.74,NA
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,113-W2021010-395_R2,W2021010-395,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,8,0,689,98.85222381635582,0,98.85,9.85,32.16,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,114-W2021010-395_R2,W2021010-395,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,13,0,681,98.12680115273776,0,98.13,9.93,28.05,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,115-W2021011-573_R2,W2021011-573,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,21,117,566,80.39772727272727,14,97.02,9.48,26.32,NA
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,116-W2021011-573_R2,W2021011-573,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,1,9,708,98.60724233983288,0,99.86,9.57,27.31,NA
NA,1m 11s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,117-W2021011-573_R2,W2021011-573,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,2,5,692,98.99856938483548,0,99.71,9.89,30.47,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,118-Galena_R2,Galena,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,50,107,492,75.80893682588598,24,92.3,8.57,25.45,NA
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,119-Galena_R2,Galena,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,183,244,218,33.798449612403104,33,71.63,6.48,19.98,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,120-Galena_R2,Galena,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,52,235,396,57.979502196193266,11,92.39,8.48,24.73,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,121-W2021009-255_R2,W2021009-255,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,652,1,3,0.45731707317073167,10,0.61,0.04,0.12,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,122-W2021009-255_R2,W2021009-255,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,599,2,0,0,11,0.33,0.02,0.07,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,123-W2021009-255_R2,W2021009-255,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,542,128,3,0.4457652303120356,38,19.47,1.48,5.81,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,124-W2021010-400_R2,W2021010-400,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,353,203,72,11.464968152866245,70,43.79,3.6,11.64,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,125-W2021010-400_R2,W2021010-400,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,251,202,110,19.53818827708703,53,55.42,4.6,14.28,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,126-W2021010-400_R2,W2021010-400,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,346,147,40,7.5046904315197,74,35.08,2.77,8.59,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,127-W2021006-119_R2,W2021006-119,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,4,13,703,97.63888888888889,2,99.44,10.52,36.66,NA
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,128-W2021006-119_R2,W2021006-119,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,67,71,464,77.0764119601329,23,88.87,8.33,26.05,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,129-W2021006-119_R2,W2021006-119,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,230,54,368,56.44171779141104,34,64.72,5.58,17.4,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,130-W2021009-252_R2,W2021009-252,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,604,7,2,0.3262642740619902,8,1.47,0.11,0.31,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,131-W2021009-252_R2,W2021009-252,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,564,31,5,0.8333333333333334,17,6,0.45,1.59,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,132-W2021009-252_R2,W2021009-252,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,606,17,2,0.32,24,3.04,0.19,0.77,NA
NA,0m 58s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,133-W2021009-275_R2,W2021009-275,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,149,293,232,34.42136498516321,14,77.89,6.78,23.14,NA
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,134-W2021009-275_R2,W2021009-275,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,170,314,156,24.375,28,73.44,5.93,21.74,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,135-W2021009-275_R2,W2021009-275,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,26,367,301,43.371757925072046,15,96.25,8.25,28.8,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,136-W2021006-098_R2,W2021006-098,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,671,0,1,0.1488095238095238,9,0.15,0.02,0.03,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,137-W2021006-098_R2,W2021006-098,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,643,4,0,0,15,0.62,0.04,0.16,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,138-W2021006-098_R2,W2021006-098,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,668,0,0,0,14,0,0,0,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,139-W2021009-274_R2,W2021009-274,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,2,731,99.72714870395636,0,100,10.84,36.16,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,140-W2021009-274_R2,W2021009-274,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,0,669,100,0,100,9.94,33.92,NA
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,141-W2021009-274_R2,W2021009-274,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,1,7,672,98.82352941176472,0,99.85,9.98,32.29,NA
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,142-W2021009-246_R2,W2021009-246,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,44,381,245,36.56716417910448,48,93.43,7.75,28.67,NA
NA,1m 1s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,143-W2021009-246_R2,W2021009-246,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,125,320,270,37.76223776223776,48,82.52,6.6,22.46,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,144-W2021009-246_R2,W2021009-246,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,630,71,4,0.5673758865248227,43,10.64,0.72,2.87,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,145-W2021010-418_R2,W2021010-418,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,623,1,3,0.4784688995215311,53,0.64,0.04,0.13,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,146-W2021010-418_R2,W2021010-418,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,600,1,1,0.16611295681063123,36,0.33,0.02,0.09,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,147-W2021010-418_R2,W2021010-418,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,641,0,3,0.4658385093167702,27,0.47,0.04,0.09,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,148-W2021009-264_R2,W2021009-264,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,213,169,146,27.65151515151515,22,59.66,5.38,18.29,NA
NA,0m 50s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,149-W2021009-264_R2,W2021009-264,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,229,200,149,25.77854671280277,38,60.38,5.08,17.12,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,150-W2021009-264_R2,W2021009-264,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,180,119,225,42.93893129770993,21,65.65,6.2,18.73,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,151-W2021006-113_R2,W2021006-113,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,354,192,95,14.82059282371295,50,44.77,3.39,11.21,NA
NA,0m 59s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,152-W2021006-113_R2,W2021006-113,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,107,351,190,29.32098765432099,35,83.49,7.47,24.25,NA
NA,1m 5s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,153-W2021006-113_R2,W2021006-113,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,14,296,356,53.453453453453456,12,97.9,9.12,28.41,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,154-W2021009-276_R2,W2021009-276,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,562,66,1,0.1589825119236884,20,10.65,0.71,2.74,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,155-W2021009-276_R2,W2021009-276,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,574,46,0,0,28,7.42,0.56,2.2,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,156-W2021009-276_R2,W2021009-276,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,411,164,6,1.032702237521515,36,29.26,2.1,8.16,NA
NA,0m 51s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,157-Symphony_R2,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,325,71,299,43.02158273381295,32,53.24,4.79,13.56,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,158-Symphony_R2,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,4,0,716,99.44444444444444,0,99.44,10.48,36.01,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,159-Symphony_R2,Symphony,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,7,0,706,99.01823281907434,0,99.02,9.97,36.77,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,160-W2021009-260_R2,W2021009-260,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,350,241,54,8.372093023255815,64,45.74,3.43,12.66,NA
NA,0m 49s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,161-W2021009-260_R2,W2021009-260,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,344,221,88,13.47626339969372,62,47.32,3.56,12.45,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,162-W2021009-260_R2,W2021009-260,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,462,156,11,1.7488076311605725,49,26.55,2.04,7.93,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,163-W2021009-247_R2,W2021009-247,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,6,19,684,96.47390691114246,0,99.15,8.1,24.96,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,164-W2021009-247_R2,W2021009-247,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,15,709,97.92817679558011,0,100,9.31,26.03,NA
NA,1m 8s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,165-W2021009-247_R2,W2021009-247,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,3,707,99.5774647887324,0,100,9.38,34.09,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,166-W2021010-404_R2,W2021010-404,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,657,2,1,0.15151515151515152,10,0.45,0.03,0.09,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,167-W2021010-404_R2,W2021010-404,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,696,0,0,0,8,0,0,0,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,168-W2021010-404_R2,W2021010-404,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,716,0,2,0.2785515320334262,14,0.28,0.02,0.05,NA
NA,1m 11s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,169-W2021006-125_R2,W2021006-125,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,3,76,641,89.02777777777777,4,99.58,9.06,27.95,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,170-W2021006-125_R2,W2021006-125,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,0,705,100,0,100,9.18,40.25,NA
NA,1m 13s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,171-W2021006-125_R2,W2021006-125,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,10,753,98.68938401048491,0,100,9.91,33.92,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,172-W2021011-557_R2,W2021011-557,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,518,83,65,9.75975975975976,45,22.22,1.74,5.98,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,173-W2021011-557_R2,W2021011-557,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,558,38,48,7.453416149068323,34,13.35,1.03,3.91,NA
NA,0m 45s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,174-W2021011-557_R2,W2021011-557,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,549,80,51,7.5,35,19.26,1.58,5.49,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,175-W2021009-261_R2,W2021009-261,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,59,123,526,74.29378531073446,17,91.67,8.89,27.32,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,176-W2021009-261_R2,W2021009-261,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,12,47,659,91.78272980501391,3,98.33,10.41,26.97,NA
NA,1m 11s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,177-W2021009-261_R2,W2021009-261,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,2,734,99.72826086956522,0,100,10.75,33.61,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,178-W2021009-244_R2,W2021009-244,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,340,228,64,10.126582278481012,82,46.2,3.2,11.32,NA
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,179-W2021009-244_R2,W2021009-244,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,88,311,150,27.322404371584703,42,83.97,6.43,22.54,NA
NA,0m 48s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,180-W2021009-244_R2,W2021009-244,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,326,205,70,11.647254575707152,99,45.76,3.09,11.24,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,181-W2021009-251_R2,W2021009-251,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,519,36,1,0.1798561151079137,26,6.65,0.51,1.63,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,182-W2021009-251_R2,W2021009-251,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,681,19,1,0.14265335235378032,11,2.85,0.19,0.68,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,183-W2021009-251_R2,W2021009-251,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,353,18,2,0.5361930294906166,6,5.36,0.39,1.46,NA
NA,1m 2s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,184-W2021006-116_R2,W2021006-116,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,21,74,538,84.99210110584518,18,96.68,9.06,30.02,NA
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,185-W2021006-116_R2,W2021006-116,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,20,0,683,97.15504978662874,0,97.16,10.05,36.16,NA
NA,1m 15s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,186-W2021006-116_R2,W2021006-116,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,1,0,744,99.86577181208054,0,99.87,10.58,37.38,NA
NA,1m 10s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,187-W2021009-257_R2,W2021009-257,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,10,39,674,93.22268326417704,1,98.62,9.56,29.58,NA
NA,1m 10s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,188-W2021009-257_R2,W2021009-257,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,1,15,705,97.78085991678223,0,99.86,9.43,29.98,NA
NA,1m 7s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,189-W2021009-257_R2,W2021009-257,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,23,675,96.70487106017193,0,100,9.52,26.63,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,190-W2021010-426_R2,W2021010-426,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,622,0,0,0,5,0,0,0,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,191-W2021010-426_R2,W2021010-426,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,760,1,0,0,1,0.13,0.01,0.03,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,192-W2021010-426_R2,W2021010-426,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,711,3,1,0.13986013986013987,9,0.56,0.04,0.13,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,193-W2021010-415_R2,W2021010-415,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,643,14,1,0.1519756838905775,20,2.28,0.17,0.64,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,194-W2021010-415_R2,W2021010-415,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,696,3,2,0.28530670470756064,11,0.71,0.05,0.17,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,195-W2021010-415_R2,W2021010-415,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,680,2,0,0,3,0.29,0.02,0.07,NA
NA,0m 56s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,196-W2021010-396_R2,W2021010-396,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,20,154,412,70.30716723549489,11,96.59,8.58,25.61,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,197-W2021010-396_R2,W2021010-396,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,4,27,684,95.66433566433568,2,99.44,10.05,32.67,NA
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,198-W2021010-396_R2,W2021010-396,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,16,61,616,88.88888888888889,1,97.69,9.59,27.96,NA
NA,0m 46s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,199-W2021010-409_R2,W2021010-409,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,459,124,114,16.3558106169297,46,34.15,2.94,10.02,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,200-W2021010-409_R2,W2021010-409,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,73,64,549,80.02915451895043,26,89.36,7.86,24.93,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,201-W2021010-409_R2,W2021010-409,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,459,109,86,13.149847094801222,71,29.82,2.43,7.6,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,202-W2021006-094_R2,W2021006-094,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,1,0,702,99.85775248933145,0,99.86,9.32,32.6,NA
NA,1m 9s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,203-W2021006-094_R2,W2021006-094,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,0,707,100,0,100,10.53,35.6,NA
NA,1m 6s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,204-W2021006-094_R2,W2021006-094,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,0,0,695,100,0,100,10.44,35.49,NA
NA,1m 3s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,205-W2021009-271_R2,W2021009-271,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,17,204,448,66.96562032884903,12,97.46,9.62,31.85,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,206-W2021009-271_R2,W2021009-271,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,134,264,276,40.94955489614243,29,80.12,6.94,22.79,NA
NA,1m 4s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,207-W2021009-271_R2,W2021009-271,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,6,106,536,82.71604938271605,7,99.07,9.74,29.66,NA
NA,0m 54s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,208-W2021009-268_R2,W2021009-268,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,170,318,98,16.723549488054605,60,70.99,5.21,18.59,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,209-W2021009-268_R2,W2021009-268,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,96,406,145,22.411128284389488,45,85.16,7.12,25.87,NA
NA,1m 0s,ResNet,Jan26_23-15-35_2026,2,10-10-2023_10dpi,2,210-W2021009-268_R2,W2021009-268,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,121,493,82,11.781609195402298,50,82.61,6.82,25.09,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,001-W2021010-414_R1,W2021010-414,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,588,40,10,1.5673981191222568,85,7.84,0.51,1.74,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,002-W2021010-414_R1,W2021010-414,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,609,5,4,0.6472491909385114,32,1.46,0.09,0.33,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,003-W2021010-414_R1,W2021010-414,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,612,9,4,0.64,35,2.08,0.15,0.51,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,004-W2021010-423_R1,W2021010-423,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,623,3,1,0.1594896331738437,57,0.64,0.05,0.14,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,005-W2021010-423_R1,W2021010-423,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,620,4,2,0.3194888178913738,43,0.96,0.07,0.22,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,006-W2021010-423_R1,W2021010-423,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,558,2,6,1.060070671378092,52,1.41,0.11,0.31,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,10-11-2023_5dpi,1,007-W2021011-548_R1,W2021011-548,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,716,8,1,0.13793103448275862,12,1.24,0.11,0.43,NA
