timestamp,time_elapsed,model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,USDA_number,CHUM_number_if_from_NCGR,other_name,PM,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,042-W2021006-038_R1,W2021006-038,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,598,28,0,0,30,4.47,0.25,1.17,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,043-W2021010-350_R1,W2021010-350,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,668,2,0,0,7,0.3,0.02,0.08,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,044-W2021010-350_R1,W2021010-350,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,610,1,1,0.16339869281045752,7,0.33,0.02,0.08,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,045-W2021010-350_R1,W2021010-350,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,693,0,1,0.1440922190201729,10,0.14,0.01,0.02,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,046-W2021006-027_R1,W2021006-027,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,564,73,0,0,25,11.46,0.71,3.03,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,047-W2021006-027_R1,W2021006-027,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,630,51,1,0.1466275659824047,15,7.62,0.49,2.35,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,048-W2021006-027_R1,W2021006-027,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,657,15,0,0,10,2.23,0.14,0.64,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,049-W2021009-205_R1,W2021009-205,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,742,3,0,0,11,0.4,0.02,0.08,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,050-W2021009-205_R1,W2021009-205,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,683,9,1,0.1443001443001443,24,1.44,0.09,0.44,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,051-W2021009-205_R1,W2021009-205,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,712,5,0,0,20,0.7,0.04,0.2,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,052-W2021009-200_R1,W2021009-200,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,677,5,1,0.14641288433382138,26,0.88,0.05,0.27,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,053-W2021009-200_R1,W2021009-200,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,731,6,1,0.13550135501355012,8,0.95,0.06,0.26,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,054-W2021009-200_R1,W2021009-200,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,639,0,1,0.15625,5,0.16,0.01,0.02,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,055-W2021010-341_R1,W2021010-341,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,553,18,0,0,61,3.15,0.27,1.05,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,056-W2021010-341_R1,W2021010-341,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,632,22,1,0.15267175572519084,110,3.51,0.29,1.07,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,057-W2021010-341_R1,W2021010-341,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,547,24,0,0,41,4.2,0.3,1.08,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,059-W2021011-481_R1,W2021011-481,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,610,58,4,0.5952380952380952,44,9.23,0.75,2.66,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,060-W2021011-481_R1,W2021011-481,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,621,44,1,0.15015015015015015,26,6.76,0.47,1.99,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,061-W2021009-183_R1,W2021009-183,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,692,8,1,0.14265335235378032,27,1.28,0.07,0.3,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,062-W2021009-183_R1,W2021009-183,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,688,14,0,0,16,1.99,0.13,0.56,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,063-W2021009-183_R1,W2021009-183,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,687,12,1,0.14285714285714285,21,1.86,0.11,0.44,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,064-W2021009-204_R1,W2021009-204,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,501,68,0,0,93,11.95,0.68,3.29,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,065-W2021009-204_R1,W2021009-204,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,472,119,0,0,49,20.14,1.3,6.17,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,066-W2021009-204_R1,W2021009-204,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,475,94,0,0,56,16.52,0.98,4.68,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,067-W2021011-500_R1,W2021011-500,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,651,25,0,0,22,3.7,0.22,1.1,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,068-W2021011-500_R1,W2021011-500,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,692,6,0,0,7,0.86,0.06,0.24,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,069-W2021011-500_R1,W2021011-500,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,641,47,0,0,36,6.83,0.46,1.86,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,070-W2021011-486_R1,W2021011-486,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,630,46,1,0.14771048744460857,27,6.94,0.47,2.03,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,071-W2021011-486_R1,W2021011-486,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,485,145,0,0,34,23.02,1.56,6.48,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,072-W2021011-486_R1,W2021011-486,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,646,26,0,0,14,3.87,0.28,1.18,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,073-W2021006-042_R1,W2021006-042,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,641,20,1,0.1510574018126888,8,3.17,0.23,0.86,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,074-W2021006-042_R1,W2021006-042,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,654,7,0,0,5,1.06,0.08,0.35,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,075-W2021006-042_R1,W2021006-042,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,664,0,0,0,2,0,0,0,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,076-W2021010-351_R1,W2021010-351,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,666,7,1,0.1483679525222552,16,1.19,0.06,0.23,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,077-W2021010-351_R1,W2021010-351,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,661,0,0,0,6,0,0,0,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,078-W2021010-351_R1,W2021010-351,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,652,1,0,0,6,0.15,0.01,0.03,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,079-W2021011-498_R1,W2021011-498,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,491,18,5,0.9727626459143968,19,4.47,0.33,1.21,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,080-W2021011-498_R1,W2021011-498,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,573,79,2,0.3058103975535168,42,12.39,0.8,3.13,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,081-W2021011-498_R1,W2021011-498,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,479,61,6,1.098901098901099,34,12.27,0.9,3.33,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,082-W2021009-186_R1,W2021009-186,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,545,91,0,0,38,14.31,0.93,3.82,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,083-W2021009-186_R1,W2021009-186,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,492,132,0,0,21,21.15,1.44,6.37,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,084-W2021009-186_R1,W2021009-186,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,603,99,0,0,27,14.1,1.01,4.81,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,085-W2021010-337_R1,W2021010-337,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,571,2,0,0,46,0.35,0.02,0.11,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,086-W2021010-337_R1,W2021010-337,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,610,2,0,0,76,0.33,0.02,0.07,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,087-W2021010-337_R1,W2021010-337,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,668,2,0,0,22,0.3,0.02,0.08,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,088-NUGGET_R1,NUGGET,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,580,59,0,0,28,9.23,0.7,2.87,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,089-NUGGET_R1,NUGGET,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,578,28,1,0.16474464579901155,22,4.78,0.37,1.34,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,090-NUGGET_R1,NUGGET,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,607,39,2,0.30864197530864196,17,6.33,0.43,1.93,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,091-W2021006-056_R1,W2021006-056,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,602,0,0,0,0,0,0,0,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,092-W2021006-056_R1,W2021006-056,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,666,10,0,0,19,1.48,0.09,0.44,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,093-W2021006-056_R1,W2021006-056,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,615,8,0,0,14,1.28,0.08,0.29,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,094-W2021006-031_R1,W2021006-031,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,629,8,0,0,13,1.26,0.09,0.39,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,095-W2021006-031_R1,W2021006-031,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,648,20,0,0,16,2.99,0.19,0.81,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,096-W2021006-031_R1,W2021006-031,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,642,15,0,0,10,2.28,0.19,0.73,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,097-W2021011-495_R1,W2021011-495,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,545,69,3,0.48622366288492713,42,11.67,0.7,3.08,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,098-W2021011-495_R1,W2021011-495,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,617,19,0,0,18,2.99,0.2,0.76,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,099-W2021011-495_R1,W2021011-495,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,548,11,0,0,9,1.97,0.14,0.51,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,100-W2021011-496_R1,W2021011-496,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,507,78,0,0,26,13.33,0.8,3.76,NA
NA,0m 31s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,101-W2021011-496_R1,W2021011-496,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,523,25,2,0.3636363636363637,23,4.91,0.38,1.18,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,102-W2021011-496_R1,W2021011-496,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,521,68,0,0,43,11.54,0.7,2.7,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,103-W2021010-340_R1,W2021010-340,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,519,130,0,0,29,20.03,1.31,6.29,NA
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,104-W2021010-340_R1,W2021010-340,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,390,237,2,0.3179650238473768,58,38,2.5,11.88,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,105-W2021010-340_R1,W2021010-340,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,414,208,2,0.3205128205128205,40,33.65,2.27,10.26,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,106-19040M_R1,19040M,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,622,9,0,0,35,1.43,0.07,0.28,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,107-19040M_R1,19040M,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,663,3,0,0,17,0.45,0.03,0.12,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,108-19040M_R1,19040M,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,673,3,0,0,22,0.44,0.03,0.1,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,109-W2021010-353_R1,W2021010-353,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,676,2,0,0,31,0.29,0.04,0.15,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,110-W2021010-353_R1,W2021010-353,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,653,6,1,0.15151515151515152,44,1.06,0.07,0.28,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,111-W2021010-353_R1,W2021010-353,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,615,9,1,0.16,36,1.6,0.12,0.42,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,112-W2021006-046_R1,W2021006-046,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,650,4,0,0,19,0.61,0.04,0.18,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,113-W2021006-046_R1,W2021006-046,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,479,175,2,0.3048780487804878,44,26.98,1.77,7.75,NA
NA,0m 32s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,114-W2021006-046_R1,W2021006-046,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,567,9,0,0,9,1.56,0.11,0.42,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,115-W2021011-504_R1,W2021011-504,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,605,9,3,0.48622366288492713,27,1.94,0.15,0.6,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,116-W2021011-504_R1,W2021011-504,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,630,9,1,0.15625,57,1.56,0.12,0.51,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,117-W2021011-504_R1,W2021011-504,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,655,6,5,0.7507507507507507,39,1.65,0.13,0.52,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,118-W2021009-176_R1,W2021009-176,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,663,1,0,0,7,0.15,0.01,0.05,NA
NA,0m 30s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,119-W2021009-176_R1,W2021009-176,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,519,0,0,0,4,0,0,0,NA
NA,0m 30s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,120-W2021009-176_R1,W2021009-176,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,513,0,1,0.19455252918287935,6,0.19,0.02,0.03,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,121-W2021009-185_R1,W2021009-185,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,588,6,0,0,24,1.01,0.06,0.29,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,122-W2021009-185_R1,W2021009-185,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,667,0,0,0,6,0,0,0,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,123-W2021009-185_R1,W2021009-185,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,694,7,0,0,16,1,0.06,0.22,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,124-W2021006-051_R1,W2021006-051,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,615,60,0,0,37,8.89,0.57,2.51,NA
NA,0m 34s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,125-W2021006-051_R1,W2021006-051,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,498,24,0,0,18,4.6,0.27,1.11,NA
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,126-W2021006-051_R1,W2021006-051,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,518,99,0,0,45,16.05,1.08,4.43,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,127-W2021010-345_R1,W2021010-345,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,606,49,0,0,12,7.48,0.46,2.26,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,128-W2021010-345_R1,W2021010-345,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,605,10,0,0,10,1.63,0.13,0.46,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,129-W2021010-345_R1,W2021010-345,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,560,30,0,0,15,5.08,0.32,1.32,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,130-W2021011-480_R1,W2021011-480,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,648,3,0,0,1,0.46,0.03,0.08,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,131-W2021011-480_R1,W2021011-480,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,565,28,1,0.16835016835016833,19,4.88,0.3,1.43,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,132-W2021011-480_R1,W2021011-480,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,586,37,0,0,50,5.94,0.33,1.49,NA
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,133-W2021011-493_R1,W2021011-493,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,559,138,4,0.5706134094151213,51,20.26,1.4,5.87,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,134-W2021011-493_R1,W2021011-493,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,458,135,0,0,70,22.77,1.4,5.78,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,135-W2021011-493_R1,W2021011-493,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,575,34,0,0,43,5.58,0.39,1.64,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,136-W2021010-342_R1,W2021010-342,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,675,0,0,0,17,0,0,0,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,137-W2021010-342_R1,W2021010-342,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,679,0,0,0,14,0,0,0,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,138-W2021010-342_R1,W2021010-342,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,653,6,1,0.15151515151515152,20,1.06,0.07,0.32,NA
NA,0m 37s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,139-W2021006-055_R1,W2021006-055,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,609,36,0,0,15,5.58,0.33,1.49,NA
NA,0m 36s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,140-W2021006-055_R1,W2021006-055,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,653,26,0,0,5,3.83,0.26,1.12,NA
NA,0m 35s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,141-W2021006-055_R1,W2021006-055,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,655,4,0,0,3,0.61,0.03,0.16,NA
NA,0m 45s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,142-W2021010-358_R1,W2021010-358,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,401,251,2,0.3058103975535168,36,38.69,2.8,11.95,NA
NA,0m 33s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,143-W2021010-358_R1,W2021010-358,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,517,33,0,0,20,6,0.42,1.89,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,144-W2021010-358_R1,W2021010-358,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,571,90,3,0.4518072289156626,34,14.01,1,3.99,NA
NA,0m 39s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,145-W2021009-179_R1,W2021009-179,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,549,84,0,0,30,13.27,0.83,3.93,NA
NA,0m 42s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,146-W2021009-179_R1,W2021009-179,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,524,119,0,0,42,18.51,1.22,5.98,NA
NA,0m 40s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,147-W2021009-179_R1,W2021009-179,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,549,79,0,0,54,12.58,0.8,3.65,NA
NA,0m 44s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,148-W2021011-501_R1,W2021011-501,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,541,125,1,0.14992503748125938,33,18.89,1.54,5.76,NA
NA,0m 41s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,149-W2021011-501_R1,W2021011-501,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,533,134,7,1.0385756676557862,34,20.92,1.65,6.48,NA
NA,0m 38s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,150-W2021011-501_R1,W2021011-501,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,537,85,0,0,52,13.67,1.02,3.97,NA
NA,0m 43s,ResNet,Jan26_23-15-35_2026,2,6-27-2023_5dpi,1,151-W2021011-479_R1,W2021011-479,NA,NA,NA,NA,0.95,0.3,0.5,0.3,0.5,0.2,448,181,3,0.4746835443037975,56,29.11,2.36,8.88,NA
