model_type,model_timestamp,classes,imaging_date,tray,filename,conserved_identifier,infected_threshold,healthy_threshold,sal_threshold,inf_gate,spor_th,leaf_mask_th,clear_patches,hyphal_patches,conidiophore_patches,sporulating_pct,discarded_patches,severity_rate_patch,Gradient-SG_sr2,GradCAM_sr2,Gradient_sr2,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,002-W2021006-150_R2,W2021006-150,0.95,0.3,0.5,0.3,0.5,0.2,704,2,0,0,17,0.28,0.02,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,003-W2021006-150_R2,W2021006-150,0.95,0.3,0.5,0.3,0.5,0.2,683,0,0,0,4,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,004-W2021011-592_R2,W2021011-592,0.95,0.3,0.5,0.3,0.5,0.2,712,2,1,0.13986014,5,0.42,0.03,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,005-W2021011-592_R2,W2021011-592,0.95,0.3,0.5,0.3,0.5,0.2,708,4,0,0,3,0.56,0.05,0.17,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,006-W2021011-592_R2,W2021011-592,0.95,0.3,0.5,0.3,0.5,0.2,674,16,1,0.1447178,8,2.46,0.21,0.72,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,007-W2021009-294_R2,W2021009-294,0.95,0.3,0.5,0.3,0.5,0.2,679,3,0,0,7,0.44,0.03,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,008-W2021009-294_R2,W2021009-294,0.95,0.3,0.5,0.3,0.5,0.2,634,33,0,0,18,4.95,0.33,1.3,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,009-W2021009-294_R2,W2021009-294,0.95,0.3,0.5,0.3,0.5,0.2,698,5,0,0,7,0.71,0.04,0.15,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,010-W2021009-279_R2,W2021009-279,0.95,0.3,0.5,0.3,0.5,0.2,573,61,0,0,71,9.62,0.62,2.38,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,011-W2021009-279_R2,W2021009-279,0.95,0.3,0.5,0.3,0.5,0.2,477,88,2,0.352733686,67,15.87,1.08,4.17,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,012-W2021009-279_R2,W2021009-279,0.95,0.3,0.5,0.3,0.5,0.2,577,49,0,0,81,7.83,0.52,2.02,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,016-W2021011-589_R2,W2021011-589,0.95,0.3,0.5,0.3,0.5,0.2,589,2,0,0,8,0.34,0.03,0.07,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,017-W2021011-589_R2,W2021011-589,0.95,0.3,0.5,0.3,0.5,0.2,561,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,018-W2021011-589_R2,W2021011-589,0.95,0.3,0.5,0.3,0.5,0.2,596,5,0,0,6,0.83,0.06,0.24,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,019-GALENA_R2,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,560,2,0,0,21,0.36,0.03,0.09,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,020-GALENA_R2,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,499,38,0,0,51,7.08,0.53,1.8,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,021-GALENA_R2,GALENA,0.95,0.3,0.5,0.3,0.5,0.2,488,105,0,0,50,17.71,1.36,4.99,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,022-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,590,41,2,0.315955766,27,6.79,0.54,1.77,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,023-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,502,75,1,0.173010381,35,13.15,1.06,3.68,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,024-NUGGET_R2,NUGGET,0.95,0.3,0.5,0.3,0.5,0.2,547,61,0,0,45,10.03,0.86,3.08,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,025-W2021010-627_R2,W2021010-627,0.95,0.3,0.5,0.3,0.5,0.2,450,96,1,0.182815356,42,17.73,1.31,4.99,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,026-W2021010-627_R2,W2021010-627,0.95,0.3,0.5,0.3,0.5,0.2,390,178,0,0,71,31.34,2.34,8.41,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,027-W2021010-627_R2,W2021010-627,0.95,0.3,0.5,0.3,0.5,0.2,461,139,1,0.166389351,54,23.29,1.74,6.16,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,028-W2021011-580_R2,W2021011-580,0.95,0.3,0.5,0.3,0.5,0.2,694,5,0,0,8,0.72,0.03,0.18,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,029-W2021011-580_R2,W2021011-580,0.95,0.3,0.5,0.3,0.5,0.2,647,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,030-W2021011-580_R2,W2021011-580,0.95,0.3,0.5,0.3,0.5,0.2,643,17,0,0,16,2.58,0.17,0.77,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,031-W2021006-601_R2,W2021006-601,0.95,0.3,0.5,0.3,0.5,0.2,668,3,1,0.148809524,6,0.6,0.05,0.14,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,032-W2021006-601_R2,W2021006-601,0.95,0.3,0.5,0.3,0.5,0.2,686,0,0,0,2,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,033-W2021006-601_R2,W2021006-601,0.95,0.3,0.5,0.3,0.5,0.2,672,8,0,0,6,1.18,0.08,0.28,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,034-W2021010-626_R2,W2021010-626,0.95,0.3,0.5,0.3,0.5,0.2,569,114,0,0,39,16.69,1.24,4.6,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,035-W2021010-626_R2,W2021010-626,0.95,0.3,0.5,0.3,0.5,0.2,378,251,1,0.158730159,47,40,3.11,12.08,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,036-W2021010-626_R2,W2021010-626,0.95,0.3,0.5,0.3,0.5,0.2,279,375,0,0,59,57.34,4.61,17.81,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,037-21398M_R2,21398M,0.95,0.3,0.5,0.3,0.5,0.2,674,7,0,0,21,1.03,0.06,0.23,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,038-21398M_R2,21398M,0.95,0.3,0.5,0.3,0.5,0.2,676,7,1,0.14619883,17,1.17,0.07,0.34,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,039-21398M_R2,21398M,0.95,0.3,0.5,0.3,0.5,0.2,638,26,0,0,52,3.92,0.23,0.95,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,040-W2021011-646_R2,W2021011-646,0.95,0.3,0.5,0.3,0.5,0.2,473,84,1,0.17921147,54,15.23,1.04,3.98,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,041-W2021011-646_R2,W2021011-646,0.95,0.3,0.5,0.3,0.5,0.2,613,55,0,0,22,8.23,0.57,2.34,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,042-W2021011-646_R2,W2021011-646,0.95,0.3,0.5,0.3,0.5,0.2,482,20,0,0,8,3.98,0.28,1.14,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,043-W2021009-618_R2,W2021009-618,0.95,0.3,0.5,0.3,0.5,0.2,622,55,0,0,20,8.12,0.6,2.27,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,044-W2021009-618_R2,W2021009-618,0.95,0.3,0.5,0.3,0.5,0.2,629,34,0,0,19,5.13,0.38,1.38,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,045-W2021009-618_R2,W2021009-618,0.95,0.3,0.5,0.3,0.5,0.2,616,43,0,0,17,6.53,0.58,2,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,046-W2021006-138_R2,W2021006-138,0.95,0.3,0.5,0.3,0.5,0.2,658,35,0,0,11,5.05,0.36,1.45,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,047-W2021006-138_R2,W2021006-138,0.95,0.3,0.5,0.3,0.5,0.2,657,25,0,0,8,3.67,0.3,1.1,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,048-W2021006-138_R2,W2021006-138,0.95,0.3,0.5,0.3,0.5,0.2,602,54,0,0,22,8.23,0.61,2.42,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,049-W2021011-583_R2,W2021011-583,0.95,0.3,0.5,0.3,0.5,0.2,707,16,0,0,10,2.21,0.15,0.56,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,050-W2021011-583_R2,W2021011-583,0.95,0.3,0.5,0.3,0.5,0.2,683,36,1,0.138888889,17,5.14,0.38,1.53,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,051-W2021011-583_R2,W2021011-583,0.95,0.3,0.5,0.3,0.5,0.2,711,30,0,0,20,4.05,0.27,1.1,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,052-W2021010-430_R2,W2021010-430,0.95,0.3,0.5,0.3,0.5,0.2,501,100,6,0.988467875,75,17.46,1.38,4.75,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,053-W2021010-430_R2,W2021010-430,0.95,0.3,0.5,0.3,0.5,0.2,455,216,5,0.73964497,75,32.69,2.5,9.22,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,054-W2021010-430_R2,W2021010-430,0.95,0.3,0.5,0.3,0.5,0.2,517,123,1,0.15600624,61,19.34,1.41,5.43,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,055-W2021010-444_R2,W2021010-444,0.95,0.3,0.5,0.3,0.5,0.2,671,0,0,0,5,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,056-W2021010-444_R2,W2021010-444,0.95,0.3,0.5,0.3,0.5,0.2,612,0,0,0,1,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,057-W2021010-444_R2,W2021010-444,0.95,0.3,0.5,0.3,0.5,0.2,697,0,0,0,11,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,058-W2021010-434_R2,W2021010-434,0.95,0.3,0.5,0.3,0.5,0.2,732,1,0,0,6,0.14,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,059-W2021010-434_R2,W2021010-434,0.95,0.3,0.5,0.3,0.5,0.2,662,0,0,0,10,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,060-W2021010-434_R2,W2021010-434,0.95,0.3,0.5,0.3,0.5,0.2,645,1,0,0,8,0.15,0.01,0.02,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,061-W2021011-594_R2,W2021011-594,0.95,0.3,0.5,0.3,0.5,0.2,608,85,1,0.144092219,44,12.39,0.99,3.58,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,062-W2021011-594_R2,W2021011-594,0.95,0.3,0.5,0.3,0.5,0.2,565,56,0,0,21,9.02,0.72,2.48,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,063-W2021011-594_R2,W2021011-594,0.95,0.3,0.5,0.3,0.5,0.2,650,21,0,0,11,3.13,0.21,0.79,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,064-21399M_R2,21399M,0.95,0.3,0.5,0.3,0.5,0.2,700,9,0,0,10,1.27,0.1,0.37,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,065-21399M_R2,21399M,0.95,0.3,0.5,0.3,0.5,0.2,639,7,0,0,4,1.08,0.08,0.26,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,066-21399M_R2,21399M,0.95,0.3,0.5,0.3,0.5,0.2,712,9,0,0,7,1.25,0.1,0.35,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,067-W2021009-619_R2,W2021009-619,0.95,0.3,0.5,0.3,0.5,0.2,509,18,1,0.189393939,136,3.6,0.19,0.65,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,068-W2021009-619_R2,W2021009-619,0.95,0.3,0.5,0.3,0.5,0.2,478,28,0,0,139,5.53,0.31,1.12,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,069-W2021009-619_R2,W2021009-619,0.95,0.3,0.5,0.3,0.5,0.2,453,17,0,0,173,3.62,0.19,0.86,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,073-19040M_R2,19040M,0.95,0.3,0.5,0.3,0.5,0.2,625,82,0,0,24,11.6,0.9,3.29,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,074-19040M_R2,19040M,0.95,0.3,0.5,0.3,0.5,0.2,638,64,0,0,32,9.12,0.75,2.75,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,075-19040M_R2,19040M,0.95,0.3,0.5,0.3,0.5,0.2,602,99,0,0,30,14.12,1.07,4.12,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,076-W2021006-135_R2,W2021006-135,0.95,0.3,0.5,0.3,0.5,0.2,652,71,0,0,32,9.82,0.72,2.69,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,077-W2021006-135_R2,W2021006-135,0.95,0.3,0.5,0.3,0.5,0.2,627,77,1,0.141843972,41,11.06,0.82,3.08,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,078-W2021006-135_R2,W2021006-135,0.95,0.3,0.5,0.3,0.5,0.2,566,133,0,0,54,19.03,1.39,5.31,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,079-W2021011-586_R2,W2021011-586,0.95,0.3,0.5,0.3,0.5,0.2,247,317,6,1.052631579,73,56.67,4.36,16.59,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,080-W2021011-586_R2,W2021011-586,0.95,0.3,0.5,0.3,0.5,0.2,478,220,4,0.56980057,61,31.91,2.46,9.43,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,081-W2021011-586_R2,W2021011-586,0.95,0.3,0.5,0.3,0.5,0.2,451,185,9,1.395348837,73,30.08,2.19,8.78,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,082-W2021011-590_R2,W2021011-590,0.95,0.3,0.5,0.3,0.5,0.2,561,73,0,0,52,11.51,0.88,3.18,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,083-W2021011-590_R2,W2021011-590,0.95,0.3,0.5,0.3,0.5,0.2,624,26,6,0.914634146,46,4.88,0.41,1.34,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,084-W2021011-590_R2,W2021011-590,0.95,0.3,0.5,0.3,0.5,0.2,642,37,2,0.293685756,43,5.73,0.46,1.51,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,088-W2021011-645_R2,W2021011-645,0.95,0.3,0.5,0.3,0.5,0.2,517,71,1,0.169779287,34,12.22,0.91,3.44,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,090-W2021011-645_R2,W2021011-645,0.95,0.3,0.5,0.3,0.5,0.2,434,205,4,0.622083981,36,32.5,2.5,10.47,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,091-W2021010-437_R2,W2021010-437,0.95,0.3,0.5,0.3,0.5,0.2,670,1,0,0,10,0.15,0.01,0.03,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,092-W2021010-437_R2,W2021010-437,0.95,0.3,0.5,0.3,0.5,0.2,689,4,0,0,12,0.58,0.05,0.19,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,093-W2021010-437_R2,W2021010-437,0.95,0.3,0.5,0.3,0.5,0.2,666,8,0,0,12,1.19,0.09,0.32,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,094-W2021009-283_R2,W2021009-283,0.95,0.3,0.5,0.3,0.5,0.2,656,8,4,0.598802395,30,1.8,0.15,0.5,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,095-W2021009-283_R2,W2021009-283,0.95,0.3,0.5,0.3,0.5,0.2,672,17,4,0.577200577,37,3.03,0.2,0.66,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,096-W2021009-283_R2,W2021009-283,0.95,0.3,0.5,0.3,0.5,0.2,628,45,2,0.296296296,43,6.96,0.46,1.76,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,097-W2021006-617_R2,W2021006-617,0.95,0.3,0.5,0.3,0.5,0.2,510,134,0,0,55,20.81,1.48,5.87,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,098-W2021006-617_R2,W2021006-617,0.95,0.3,0.5,0.3,0.5,0.2,588,37,0,0,37,5.92,0.49,1.78,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,099-W2021006-617_R2,W2021006-617,0.95,0.3,0.5,0.3,0.5,0.2,575,11,1,0.170357751,4,2.04,0.16,0.52,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,100-W2021006-141_R2,W2021006-141,0.95,0.3,0.5,0.3,0.5,0.2,604,18,0,0,13,2.89,0.21,0.73,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,101-W2021006-141_R2,W2021006-141,0.95,0.3,0.5,0.3,0.5,0.2,563,20,0,0,17,3.43,0.22,1.04,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,102-W2021006-141_R2,W2021006-141,0.95,0.3,0.5,0.3,0.5,0.2,424,32,1,0.218818381,15,7.22,0.49,1.67,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,103-W2021011-591_R2,W2021011-591,0.95,0.3,0.5,0.3,0.5,0.2,584,53,0,0,30,8.32,0.61,2.26,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,104-W2021011-591_R2,W2021011-591,0.95,0.3,0.5,0.3,0.5,0.2,524,146,0,0,49,21.79,1.59,6.08,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,105-W2021011-591_R2,W2021011-591,0.95,0.3,0.5,0.3,0.5,0.2,699,20,0,0,9,2.78,0.19,0.78,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,109-W2021011-588_R2,W2021011-588,0.95,0.3,0.5,0.3,0.5,0.2,643,3,1,0.154559505,8,0.62,0.05,0.18,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,110-W2021011-588_R2,W2021011-588,0.95,0.3,0.5,0.3,0.5,0.2,701,3,0,0,10,0.43,0.04,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,111-W2021011-588_R2,W2021011-588,0.95,0.3,0.5,0.3,0.5,0.2,649,28,0,0,22,4.14,0.31,1.12,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,112-W2021009-290_R2,W2021009-290,0.95,0.3,0.5,0.3,0.5,0.2,657,57,3,0.418410042,18,8.37,0.67,2.45,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,113-W2021009-290_R2,W2021009-290,0.95,0.3,0.5,0.3,0.5,0.2,501,144,3,0.462962963,72,22.69,1.42,6.14,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,114-W2021009-290_R2,W2021009-290,0.95,0.3,0.5,0.3,0.5,0.2,488,193,6,0.873362445,49,28.97,2.06,8.26,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,115-W2021011-638_R2,W2021011-638,0.95,0.3,0.5,0.3,0.5,0.2,460,159,3,0.482315113,54,26.05,1.89,7.33,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,116-W2021011-638_R2,W2021011-638,0.95,0.3,0.5,0.3,0.5,0.2,367,159,0,0,37,30.23,2.33,9.02,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,117-W2021011-638_R2,W2021011-638,0.95,0.3,0.5,0.3,0.5,0.2,417,159,2,0.346020761,46,27.85,1.91,7.34,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,118-SYMPHONY_R2,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,275,345,1,0.161030596,69,55.72,4.58,16.13,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,119-SYMPHONY_R2,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,485,195,1,0.146842878,32,28.78,2.35,8.59,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,120-SYMPHONY_R2,SYMPHONY,0.95,0.3,0.5,0.3,0.5,0.2,388,280,0,0,44,41.92,3.37,13.28,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,121-W2021011-596_R2,W2021011-596,0.95,0.3,0.5,0.3,0.5,0.2,667,7,0,0,6,1.04,0.08,0.22,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,122-W2021011-596_R2,W2021011-596,0.95,0.3,0.5,0.3,0.5,0.2,656,16,1,0.14858841,14,2.53,0.16,0.61,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,123-W2021011-596_R2,W2021011-596,0.95,0.3,0.5,0.3,0.5,0.2,714,9,0,0,13,1.24,0.07,0.34,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,124-W2021009-278_R2,W2021009-278,0.95,0.3,0.5,0.3,0.5,0.2,493,165,0,0,59,25.08,1.8,7.36,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,125-W2021009-278_R2,W2021009-278,0.95,0.3,0.5,0.3,0.5,0.2,428,104,1,0.187617261,54,19.7,1.36,5.49,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,126-W2021009-278_R2,W2021009-278,0.95,0.3,0.5,0.3,0.5,0.2,602,68,5,0.740740741,53,10.81,0.76,2.75,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,127-W2021006-143_R2,W2021006-143,0.95,0.3,0.5,0.3,0.5,0.2,643,3,0,0,13,0.46,0.03,0.13,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,128-W2021006-143_R2,W2021006-143,0.95,0.3,0.5,0.3,0.5,0.2,715,0,0,0,3,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,129-W2021006-143_R2,W2021006-143,0.95,0.3,0.5,0.3,0.5,0.2,667,4,0,0,10,0.6,0.04,0.11,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,130-W2021011-644_R2,W2021011-644,0.95,0.3,0.5,0.3,0.5,0.2,668,42,0,0,34,5.92,0.41,1.63,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,131-W2021011-644_R2,W2021011-644,0.95,0.3,0.5,0.3,0.5,0.2,659,34,0,0,32,4.91,0.34,1.46,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,132-W2021011-644_R2,W2021011-644,0.95,0.3,0.5,0.3,0.5,0.2,620,64,5,0.725689405,35,10.01,0.65,2.6,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,133-W2021011-581_R2,W2021011-581,0.95,0.3,0.5,0.3,0.5,0.2,568,56,0,0,38,8.97,0.57,2.23,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,134-W2021011-581_R2,W2021011-581,0.95,0.3,0.5,0.3,0.5,0.2,622,34,1,0.152207002,17,5.33,0.38,1.43,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,135-W2021011-581_R2,W2021011-581,0.95,0.3,0.5,0.3,0.5,0.2,575,53,0,0,39,8.44,0.51,2.19,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,136-W2021006-128_R2,W2021006-128,0.95,0.3,0.5,0.3,0.5,0.2,522,112,1,0.157480315,54,17.8,1.49,5.07,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,137-W2021006-128_R2,W2021006-128,0.95,0.3,0.5,0.3,0.5,0.2,587,68,6,0.907715582,44,11.2,0.83,3.11,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,138-W2021006-128_R2,W2021006-128,0.95,0.3,0.5,0.3,0.5,0.2,468,183,0,0,52,28.11,2.33,8.48,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,139-W2021011-593_R2,W2021011-593,0.95,0.3,0.5,0.3,0.5,0.2,658,17,0,0,17,2.52,0.21,0.72,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,140-W2021011-593_R2,W2021011-593,0.95,0.3,0.5,0.3,0.5,0.2,581,66,0,0,31,10.2,0.81,2.93,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,141-W2021011-593_R2,W2021011-593,0.95,0.3,0.5,0.3,0.5,0.2,586,87,0,0,29,12.93,1.1,3.79,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,142-W2021011-582_R2,W2021011-582,0.95,0.3,0.5,0.3,0.5,0.2,712,8,1,0.138696255,5,1.25,0.08,0.34,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,143-W2021011-582_R2,W2021011-582,0.95,0.3,0.5,0.3,0.5,0.2,672,27,0,0,10,3.86,0.28,1.1,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,144-W2021011-582_R2,W2021011-582,0.95,0.3,0.5,0.3,0.5,0.2,716,22,0,0,31,2.98,0.25,0.86,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,148-W2021006-616_R2,W2021006-616,0.95,0.3,0.5,0.3,0.5,0.2,713,0,0,0,0,0,0,0,NA,
ResNet,Jan26_23-15-35_2026,3,11-1-2023_5dpi,2,149-W2021006-616_R2,W2021006-616,0.95,0.3,0.5,0.3,0.5,0.2,708,0,0,0,4,0,0,0,NA,
